time/episodes,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean,train/critic_loss,time/fps,time/time_elapsed,train/learning_rate,train/actor_loss,time/total_timesteps,eval/mean_reward,eval/mean_ep_length
,1314707,,,14.620708277702331,,,0.001,-103.27451031494141,1315000,1889.3970037584688,860.5
1388,1316707,935.8,1682.6996346500005,14.211705707788468,112,11725,0.001,-103.69543145751953,1317707,,
,1319707,,,14.220106049537659,,,0.001,-104.53185487365722,1320000,2176.42036660359,1000.0
1392,1320707,935.8,1721.97227521,13.31300217962265,112,11756,0.001,-104.95442668151856,1321707,,
,1324707,,,13.150924088954925,,,0.001,-107.58738372802735,1325000,2226.4276928982,1000.0
1396,,941.38,1754.2769435500002,,112,11789,,,1325707,,
1400,1328707,941.38,1782.65646196,11.998382574796677,112,11814,0.001,-108.96762219238282,1329707,,
,1329707,,,11.784314467906952,,,0.001,-109.61181355285645,1330000,1380.3353337340523,860.7
1404,1332707,954.75,1799.4467860300003,11.880004294633865,112,11844,0.001,-110.8908194885254,1333707,,
,1334707,,,11.697372368097305,,,0.001,-111.3034315032959,1335000,1795.4991891863756,842.6
1408,1336707,963.87,1842.43262661,12.066504788637161,112,11873,0.001,-111.32605757141113,1337707,,
,1339707,,,12.134890225887299,,,0.001,-112.56021701049805,1340000,2089.7239428411704,1000.0
1412,1340707,954.52,1831.2897153100002,12.775983431339263,112,11906,0.001,-112.813919921875,1340772,,
1416,1343772,964.02,1880.9475467299999,13.188320682048797,112,11924,0.001,-113.63444223022461,1344772,,
,1344772,,,14.175323024749757,,,0.001,-112.98666973876954,1345000,2031.6090586718492,921.5
1420,1347202,975.71,1885.3626515999997,13.934089115142822,112,11954,0.001,-113.09561149597168,1348202,,
,1349202,,,13.76675637960434,,,0.001,-113.3944517211914,1350000,2172.37527802377,921.5
1424,1351202,975.71,1914.59152427,14.788852370262147,112,11985,0.001,-113.56623135375976,1352202,,
,1354202,,,13.892383694887162,,,0.001,-115.10636032104492,1355000,2255.722254288383,1000.0
1428,1355202,975.71,1932.08230359,13.033768491744995,112,12020,0.001,-116.1178723602295,1356202,,
,1359202,,,12.401395959854126,,,0.001,-116.53971466064453,1360000,2242.6763759194873,1000.0
1432,,974.6,1948.2524122500004,,112,12053,,,1360091,,
1436,1363091,974.6,1983.55645968,13.662396781921387,112,12075,0.001,-117.07853459167481,1364091,,
,1364091,,,13.469600534200667,,,0.001,-117.85295491027831,1365000,2419.3585778796114,1000.0
1440,1367091,974.6,2000.1894275700001,14.737531258106232,112,12109,0.001,-119.39221533203126,1368091,,
,1369091,,,14.446260830402375,,,0.001,-118.97268447875976,1370000,-117.72940520755947,1000.0
1444,1371091,974.6,2012.3999222300001,16.092353581905364,113,12141,0.001,-118.98768531799317,1372091,,
,1374091,,,15.838347950935363,,,0.001,-119.0884385986328,1375000,589.0930180846132,1000.0
1448,1375091,974.6,1993.9156603699998,16.07655969953537,113,12174,0.001,-119.77903440856933,1376091,,
,1379091,,,15.447550950050355,,,0.001,-120.04283375549316,1380000,2038.030980173411,1000.0
1452,,974.6,1988.0020633400002,,113,12208,,,1380091,,
1456,1383091,979.89,2020.4980795500003,14.859515833377838,113,12231,0.001,-120.83788801574707,1384091,,
,1384091,,,15.363042005300521,,,0.001,-121.6820982055664,1385000,2179.0517175439977,1000.0
1460,1387091,979.89,2039.89289056,16.047342291355132,113,12263,0.001,-121.7609683380127,1388091,,
,1389091,,,15.611086063861848,,,0.001,-122.85509120178223,1390000,2312.9555856740453,1000.0
1464,1391091,983.76,2054.5715291,17.563932056903838,113,12296,0.001,-122.1451812133789,1392091,,
,1394091,,,17.175062050819395,,,0.001,-122.40322621154785,1395000,2027.2283647686477,914.1
1468,1395091,983.76,2064.9634078299996,16.915227881908418,113,12328,0.001,-122.55520237731933,1396091,,
1472,1398424,977.17,2002.7166981100004,17.355477663993835,113,12348,0.001,-123.61561393737793,1399424,,
,1399424,,,17.317126779556276,,,0.001,-123.27817445373535,1400000,2025.6805242136586,941.5
1476,1402424,977.17,2005.86162277,18.938707337856293,113,12381,0.001,-124.11404164123535,1403424,,
,1404424,,,19.185576640605927,,,0.001,-124.66069592285156,1405000,2379.9381604693363,1000.0
1480,1406424,977.17,2006.4330503600002,19.588137942314148,113,12414,0.001,-124.18633987426757,1407424,,
,1409962,,,19.682941798686983,,,0.001,-125.01341078186036,1410000,1275.0790051613817,961.3
1484,,972.55,1995.40091871,,113,12444,,,1410962,,
1488,1413962,972.55,1994.6727926699998,19.518249161720277,113,12467,0.001,-125.26441981506348,1414962,,
,1414962,,,20.42576053094864,,,0.001,-125.59609126281738,1415000,2237.477861557226,1000.0
1492,1417962,972.55,2006.4593063999998,19.445679789543153,113,12499,0.001,-127.55078260803222,1418962,,
,1419962,,,17.722001643180846,,,0.001,-127.77928707885742,1420000,2128.505481316196,1000.0
1496,1421962,972.55,2014.0318042000001,19.470854644298555,113,12533,0.001,-128.90601567077636,1422962,,
,1424962,,,17.702331607341765,,,0.001,-130.50503062438966,1425000,2119.0880576803816,951.2
1500,1425962,972.55,1988.0727882899998,17.48049294567108,113,12567,0.001,-129.87708206176757,1426962,,
,1429962,,,20.362883555412292,,,0.001,-129.631685256958,1430000,1934.3372909822313,915.5
1504,,972.55,2016.06843596,,113,12599,,,1430962,,
1508,1433962,972.55,2017.6601733800003,21.145606312274932,113,12621,0.001,-127.3530181274414,1434962,,
,1434962,,,21.22594204425812,,,0.001,-126.78567797851562,1435000,2116.8830374521667,1000.0
1512,1437962,981.9,2038.2432964999998,20.204421882629394,113,12655,0.001,-125.72436207580566,1438962,,
,1439962,,,19.582804454803465,,,0.001,-125.91994819641113,1440000,1857.873728376045,1000.0
1516,1441962,977.13,2016.5738752599998,19.861538791179658,113,12687,0.001,-126.06127651977539,1442485,,
,1444467,,,19.690151375811357,,,0.001,-126.29375330348121,1445000,2389.4922680217774,935.1
1520,1445467,982.65,2062.76259296,18.78166671180725,113,12715,0.001,-125.72274485778809,1446467,,
1524,1448993,977.91,2041.2813110999998,21.47111792230606,113,12733,0.001,-126.51052156066895,1449993,,
,1449993,,,22.284182644367217,,,0.001,-126.89400285339356,1450000,2030.8382749760872,1000.0
1528,1452671,974.69,2000.4869216000004,22.092940643473714,113,12762,0.001,-128.3718058493285,1453671,,
,1454671,,,24.388560286521912,,,0.001,-128.96058456420897,1455000,1250.556445074752,1000.0
1532,1456671,975.8,1972.71719564,24.230288904190065,113,12796,0.001,-128.49636738586426,1457671,,
,1459671,,,25.55139069080353,,,0.001,-129.97167922973634,1460000,1953.7542446948587,931.7
1536,1460671,975.8,1973.8456167199997,26.26915195989609,113,12830,0.001,-131.7193126220703,1461671,,
,1464671,,,25.40567688703537,,,0.001,-129.1185146179199,1465000,1927.8683111948426,912.8
1540,,975.8,1935.0456692700004,,113,12862,,,1465671,,
1544,1468005,969.14,1936.2993882800001,23.06131957819362,114,12881,0.001,-128.1080501350814,1469005,,
,1469005,,,23.02449234008789,,,0.001,-127.83774639892579,1470000,2516.8066822201713,1000.0
1548,1472005,969.14,1930.9264534699996,22.00773489379883,114,12914,0.001,-128.40384451293946,1473005,,
,1474005,,,23.21517946100235,,,0.001,-127.72365330505372,1475000,2069.2854528400117,929.4
1552,1476005,969.14,1958.4253795500001,25.708970995903016,114,12949,0.001,-127.92227175903321,1477005,,
,1479244,,,21.954193888664246,,,0.001,-128.24203985595702,1480000,2200.860792691078,1000.0
1556,,961.53,1945.8826252400002,,114,12978,,,1480244,,
1560,1483244,961.53,1926.2211357300005,25.21581855106354,114,13002,0.001,-128.41370359802247,1484244,,
,1484244,,,22.90729154634476,,,0.001,-128.83888987731933,1485000,2050.9813436383497,978.6
1564,1486428,945.56,1896.50328291,24.490097978840705,114,13032,0.001,-128.78135764080545,1486647,,
,1489647,,,25.664858323097228,,,0.001,-128.43705416870117,1490000,2592.0580175866953,1000.0
1568,,945.56,1848.8000301799998,,114,13064,,,1490647,,
1572,1493647,952.23,1931.26773048,23.554337635517122,114,13088,0.001,-130.0218687133789,1494647,,
,1494647,,,25.508309126377107,,,0.001,-129.71077787780763,1495000,2495.7933836040784,1000.0
1576,1497647,952.23,1939.1682759999999,23.206735353946687,114,13124,0.001,-130.33954962158202,1498647,,
,1499647,,,23.001901971340178,,,0.001,-131.02635009765626,1500000,1540.019102396461,607.0
1580,1501647,946.61,1941.7544769600001,21.316959240436553,114,13154,0.001,-131.0485505218506,1502085,,
,1504560,,,20.874703516960142,,,0.001,-133.6887671508789,1505000,2580.928825404216,1000.0
1584,,945.98,1958.88907519,,114,13183,,,1505560,,
1588,1508560,945.98,1974.6128787699997,20.906384955883027,114,13207,0.001,-135.1361514892578,1509560,,
,1509560,,,19.78855646944046,,,0.001,-135.2242762298584,1510000,2547.018724481645,1000.0
1592,1512560,945.98,1984.63882373,21.32681781435013,114,13241,0.001,-136.05358728027343,1513560,,
,1514560,,,22.21714010334015,,,0.001,-136.06859323120116,1515000,2568.6683906972407,1000.0
1596,1516560,945.98,1999.6883364799994,23.155230000019074,114,13275,0.001,-136.5081979522705,1517560,,
,1519560,,,22.25993150997162,,,0.001,-138.73405709838866,1520000,2254.7530247881077,879.6
1600,1520560,945.98,2022.27942095,22.380448803901672,114,13308,0.001,-139.167527633667,1521560,,
,1524560,,,23.41564025735855,,,0.001,-141.4814880065918,1525000,2748.398397619551,1000.0
1604,,945.98,2038.0429722,,114,13342,,,1525560,,
1608,1528560,945.98,2035.60525526,25.80085301685333,114,13365,0.001,-143.29028550720216,1529560,,
,1529560,,,25.65218519973755,,,0.001,-144.09099812316896,1530000,2108.3540375937473,1000.0
1612,1532560,945.98,2047.0346426500003,23.456786947727203,114,13398,0.001,-143.33066296386718,1533560,,
,1534560,,,23.233783643722536,,,0.001,-144.9701064300537,1535000,1741.6749016717076,836.8
1616,1536560,950.75,2083.8524665500004,21.99342844438553,114,13430,0.001,-146.4237558746338,1537560,,
,1539560,,,21.50819415807724,,,0.001,-148.19248085021974,1540000,2512.890164436557,1000.0
1620,1540560,950.93,2053.2263316000003,21.498337737560274,114,13462,0.001,-148.79458084106446,1541560,,
,1544560,,,22.193561134815216,,,0.001,-147.55131213378905,1545000,2197.3445408536036,893.2
1624,,955.67,2084.98690502,,114,13492,,,1545560,,
1628,1548560,958.89,2109.5010823499997,19.181001440525055,114,13514,0.001,-147.20256855773926,1549560,,
,1549560,,,19.53718998527527,,,0.001,-148.35949517822266,1550000,2474.1931404755915,949.2
1632,1552560,958.89,2158.46204995,20.377562143325807,114,13544,0.001,-147.97774948120116,1553560,,
,1554560,,,19.935030903339385,,,0.001,-148.57533709716796,1555000,2925.5960855636977,1000.0
1636,1556560,958.89,2172.13719086,20.718637481212618,114,13573,0.001,-149.71338833618165,1557560,,
,1559560,,,21.317045043945313,,,0.001,-151.13762161254883,1560000,2518.6289587001725,1000.0
1640,1560560,958.89,2188.0502281,20.477482079029084,114,13603,0.001,-151.4118750305176,1561560,,
,1564560,,,21.28062148141861,,,0.001,-153.042686126709,1565000,675.5004963545246,901.3
1644,,965.55,2209.3425439499997,,114,13633,,,1565560,,
1648,1568039,960.34,2249.95437904,19.374281332492828,114,13653,0.001,-153.73733822631837,1569039,,
,1569417,,,18.4772112773209,,,0.001,-155.003335942667,1570000,2874.1573324263445,1000.0
1652,1571417,953.05,2241.5983293599998,20.892086567878724,114,13679,0.001,-154.47545001220703,1572310,,
,1574310,,,22.89310054731369,,,0.001,-154.47660223388672,1575000,2874.9008616605774,977.9
1656,1575310,957.43,2225.2010141600003,23.696435192584993,114,13707,0.001,-154.8896991882324,1575987,,
1660,1578987,957.43,2269.48386917,24.164844836711882,115,13727,0.001,-155.9035365753174,1579987,,
,1579987,,,24.58717105960846,,,0.001,-156.8450400085449,1580000,1663.3098701050003,748.4
1664,1582757,971.1,2319.9912599099994,26.048599224090577,115,13754,0.001,-157.46334017944335,1583757,,
,1584811,,,23.38348463010788,,,0.001,-158.17472802734375,1585000,2922.0409005294555,989.3
1668,1585811,961.64,2366.13675811,23.690114401340484,115,13793,0.001,-158.78686981201173,1586811,,
,1589811,,,22.620055282115935,,,0.001,-159.3085565185547,1590000,1528.6517895977013,797.9
1672,,961.22,2380.1393453600003,,115,13825,,,1590769,,
1676,1593769,961.22,2396.7546846799996,27.29729269695282,115,13848,0.001,-159.74621591186522,1594769,,
,1594769,,,26.286792576789857,,,0.001,-159.53623889160156,1595000,2243.3278538212644,921.2
1680,1597448,963.63,2416.8113874299997,26.77265626405553,115,13879,0.001,-160.29648159226767,1598448,,
,1599448,,,28.668749922275545,,,0.001,-160.8826438598633,1600000,2987.688876053458,1000.0
1684,1601448,968.88,2405.39408199,28.32875295639038,115,13913,0.001,-161.153525390625,1602448,,
,1604990,,,26.445477533340455,,,0.001,-162.41558627319336,1605000,2948.02325986934,1000.0
1688,,964.3,2408.4321639600003,,115,13943,,,1605990,,
1692,1608990,956.54,2404.3147990400003,26.63997513771057,115,13965,0.001,-163.09292300415038,1609214,,
,1609214,,,25.676865036998475,,,0.001,-163.9480631692069,1610000,3156.004787780158,997.2
1696,1612214,953.39,2414.47917474,28.182552245140077,115,13995,0.001,-164.17085327148436,1612899,,
,1614838,,,26.348741807622776,,,0.001,-165.11347065377743,1615000,3161.295601026155,1000.0
1700,1615838,952.78,2450.92520709,27.713539673805236,115,14025,0.001,-164.58161178588867,1616838,,
,1619838,,,25.667803871154785,,,0.001,-164.96773303222656,1620000,2665.3791393222286,1000.0
1704,,952.78,2464.40906082,,115,14058,,,1620838,,
1708,1623838,952.78,2503.02347793,26.188470935344696,115,14080,0.001,-166.2108123779297,1624838,,
,1624838,,,26.717843368530275,,,0.001,-166.17820153808594,1625000,3134.8047247073614,1000.0
1712,1627838,952.78,2529.9500794600003,27.388376077175142,115,14111,0.001,-167.04326989746093,1628838,,
,1629838,,,28.141048851013185,,,0.001,-166.63609634399415,1630000,3228.7893197751605,1000.0
1716,1631838,952.78,2552.6596643400003,26.720654793739318,115,14141,0.001,-167.31710137939453,1632838,,
,1634838,,,25.405374834537508,,,0.001,-168.37866326904296,1635000,2691.489940158729,908.2
1720,1635838,952.78,2613.1721343199997,25.368480574607847,115,14172,0.001,-167.61771713256837,1636838,,
,1639838,,,25.49341813659668,,,0.001,-169.23030636596678,1640000,2716.700254292623,905.8
1724,,952.78,2635.9070816299995,,115,14205,,,1640838,,
1728,1643838,952.78,2684.1354579100002,28.840898281097413,115,14227,0.001,-170.09722872924806,1644838,,
,1644838,,,29.154492031097412,,,0.001,-169.3037388305664,1645000,3319.2662985373404,998.5
1732,1646858,942.98,2670.37375681,24.567937898635865,115,14255,0.001,-167.82427368164062,1647858,,
,1649858,,,30.023965777397155,,,0.001,-171.65249087524415,1650000,3223.2435800084845,1000.0
1736,1650858,942.98,2682.7662503300003,27.678132590293885,115,14288,0.001,-171.82091314697266,1651858,,
,1654858,,,29.371791686058046,,,0.001,-172.54588690185548,1655000,3119.0310835363343,1000.0
1740,,942.98,2732.37982275,,115,14323,,,1655858,,
1744,1658858,942.98,2775.88461782,30.112757791519165,115,14346,0.001,-172.3522273864746,1659858,,
,1659858,,,30.105530002593994,,,0.001,-172.63394619750977,1660000,3133.2318465513936,987.3
1748,1662858,948.19,2806.73187965,32.85126849365234,115,14377,0.001,-172.67826794433594,1663858,,
,1664858,,,32.328719292163846,,,0.001,-172.43056350708008,1665000,3150.407082890114,1000.0
1752,1666858,955.48,2845.75719845,32.28043019676208,115,14411,0.001,-173.22442895507814,1667858,,
,1669858,,,28.608776483535767,,,0.001,-174.48847998046875,1670000,3045.677879341575,1000.0
1756,1670858,958.71,2908.276223259999,28.910223757743836,115,14445,0.001,-173.75352865600587,1671858,,
,1674858,,,32.38169598388672,,,0.001,-174.3738840942383,1675000,3406.070593452826,1000.0
1760,,958.71,2924.6619546299994,,115,14477,,,1675858,,
1764,1678654,958.97,2935.68263526,30.244198988430465,115,14499,0.001,-176.08561419002973,1679654,,
,1679654,,,33.74112631511688,,,0.001,-175.86087353515626,1680000,3292.0077437356113,992.0
1768,1682349,957.2,2941.0771377799997,32.77063007259369,115,14531,0.001,-176.53048132324218,1682531,,
,1684531,,,32.104345420837404,,,0.001,-177.03516543579101,1685000,2595.557064378867,800.2
1772,1685531,957.62,2953.6068591900003,33.18555727767944,115,14558,0.001,-177.03043896484374,1686531,,
1776,1688689,949.2,2938.2101325800004,30.945227164256423,115,14577,0.001,-176.45834910718702,1689689,,
,1689689,,,32.242937268257144,,,0.001,-177.3016894226074,1690000,3304.96262965342,1000.0
1780,1692689,952.41,2957.50853185,33.26620438766479,115,14610,0.001,-177.5087869567871,1693689,,
,1694689,,,33.92037618350982,,,0.001,-177.22388327026368,1695000,2946.826486094715,925.3
1784,1696689,952.41,3007.5641284000008,32.4690981349945,115,14642,0.001,-177.0442619934082,1697689,,
,1699689,,,30.696658381462097,,,0.001,-179.10791757202148,1700000,3434.132760622911,1000.0
1788,1700689,956.99,3033.24518292,29.790028830051423,115,14673,0.001,-178.73847903442382,1701689,,
,1704689,,,30.10321290588379,,,0.001,-179.93292642211915,1705000,3359.494565552287,997.6
1792,,964.75,3067.23364699,,115,14705,,,1705689,,
1796,1708689,967.9,3083.954477699999,31.367280117988585,116,14727,0.001,-179.95368795776366,1709689,,
,1709689,,,30.065135886669157,,,0.001,-180.6765217590332,1710000,3437.930742144212,1000.0
1800,1712689,968.51,3095.91026056,28.113502339363098,116,14760,0.001,-180.80160034179687,1713689,,
,1714853,,,25.198508559332954,,,0.001,-184.07686360677084,1715000,3088.349302832782,1000.0
1804,,950.15,3038.89785887,,116,14780,,,1715853,,
1808,1718853,950.15,3042.495962899999,30.22066330718994,116,14802,0.001,-183.16240155029297,1719853,,
,1719853,,,31.7291036939621,,,0.001,-183.5056852722168,1720000,1283.6904197654687,544.4
1812,1722853,949.06,3010.30087968,31.055972556114195,116,14829,0.001,-184.04541394042968,1723744,,
,1724744,,,30.095844244003295,,,0.001,-185.12083139038086,1725000,3348.7167813055216,1000.0
1816,1726744,949.06,3013.23719039,30.891857259750367,116,14859,0.001,-184.87571640014647,1727744,,
,1729744,,,32.293840965270995,,,0.001,-185.60736511230468,1730000,3276.920046293491,941.8
1820,1730744,949.06,3033.4559785100005,30.59392569923401,116,14890,0.001,-186.36003558349609,1731744,,
,1734174,,,28.628379992485048,,,0.001,-187.2709097595215,1735000,3641.6018475659193,1000.0
1824,,943.36,3032.1704106899997,,116,14917,,,1735174,,
1828,1738174,943.36,3042.674527099999,28.733278531074525,116,14939,0.001,-188.62779287719727,1739174,,
,1739174,,,28.047496069908142,,,0.001,-189.09642578125,1740000,3575.19451136142,1000.0
1832,1742174,953.16,3083.38511007,32.34901322174072,116,14969,0.001,-189.0021217651367,1743174,,
,1744174,,,30.454282457351685,,,0.001,-189.52907531738282,1745000,3521.462677714974,1000.0
1836,1746174,953.16,3101.3882690600003,33.22023534870148,116,15000,0.001,-190.53339083862303,1747174,,
,1749174,,,33.42700001621246,,,0.001,-191.10174069213866,1750000,3655.447158565931,1000.0
1840,1750174,953.16,3120.8528432399994,31.463000969886778,116,15031,0.001,-190.9474658203125,1751174,,
1844,1753459,946.01,3108.3385273699996,30.532579320907594,116,15050,0.001,-192.39334469604492,1754459,,
,1754459,,,32.23684776878357,,,0.001,-191.94522006225586,1755000,3532.1903692254796,993.5
1848,1757459,946.01,3120.7389231599996,30.16863782596588,116,15081,0.001,-193.51157897949219,1758459,,
,1759459,,,34.5881009645462,,,0.001,-193.37380502319337,1760000,3326.094649445149,1000.0
1852,1761459,946.01,3125.768846349999,33.57981997394562,116,15111,0.001,-193.72779782104493,1762459,,
,1764459,,,34.02170112705231,,,0.001,-194.0569774169922,1765000,3710.492166492762,1000.0
1856,1765459,946.01,3145.340676359999,33.63094163322449,116,15140,0.001,-194.92861114501954,1766459,,
,1769459,,,37.228553324699405,,,0.001,-195.54590786743165,1770000,3555.7156528955793,1000.0
1860,,946.01,3156.91202528,,116,15170,,,1770459,,
1864,1773459,948.05,3143.0357925400003,41.77590867328644,116,15190,0.001,-197.53023657226564,1774459,,
,1774459,,,38.027004195213316,,,0.001,-196.83658737182617,1775000,3712.625187746249,1000.0
1868,1777459,959.28,3189.005896040001,42.43948234653473,116,15221,0.001,-198.5493316040039,1778459,,
,1779853,,,41.6814320306778,,,0.001,-198.10573458862305,1780000,1999.4697537552279,917.4
1872,1780853,953.22,3146.9974080699994,40.12496068572998,116,15249,0.001,-197.8107338256836,1781853,,
1876,1783982,952.93,3123.5231678699993,37.53449838475664,116,15265,0.001,-200.5170928955078,1784982,,
,1784982,,,39.258349000930785,,,0.001,-199.59866806030274,1785000,2126.613158124275,882.0
1880,1787982,952.93,3111.8419539399993,42.00894934940338,116,15296,0.001,-201.00834967041015,1788982,,
,1789536,,,40.097284817953835,,,0.001,-201.31600494935626,1790000,2336.818739133433,749.9
1884,1791536,939.96,3079.021219179999,41.81582339000702,116,15322,0.001,-200.76050509643554,1791685,,
1888,1792270,915.81,2992.4317868699995,43.334933778974744,116,15327,0.001,-199.8118350558811,1793270,,
,1794270,,,40.53690421104431,,,0.001,-200.92111923217774,1795000,3558.53933925149,1000.0
1892,1796270,915.81,3005.5998942600004,41.07773507881164,117,15361,0.001,-201.4442038269043,1797270,,
,1799270,,,40.069635306358336,,,0.001,-201.828501953125,1800000,3373.047060348804,917.2
1896,1800270,915.81,3020.0698516700004,40.51039243030548,117,15392,0.001,-202.1391411743164,1801270,,
,1804270,,,42.0747941865921,,,0.001,-205.10566821289063,1805000,3801.445510511147,1000.0
1900,,915.81,3031.869256060001,,117,15425,,,1805270,,
1904,1808270,929.07,3094.7752368799997,46.342492279052735,117,15447,0.001,-204.01033349609375,1808760,,
,1809760,,,47.3214231338501,,,0.001,-205.16082266235352,1810000,3317.1151297598844,869.3
1908,1811760,929.07,3114.09058462,43.624109026908876,117,15477,0.001,-205.30790447998046,1812760,,
,1814760,,,49.26450316619873,,,0.001,-207.48970779418946,1815000,3565.292300705053,928.0
1912,1815760,930.16,3176.26169943,47.50089916419983,117,15510,0.001,-209.03763662719726,1816760,,
,1819760,,,55.38278080940247,,,0.001,-211.84019534301757,1820000,3685.8152983305044,1000.0
1916,,930.16,3194.6640693400004,,117,15543,,,1820760,,
1920,1822772,920.28,3169.6902786299993,124.3982515335083,117,15561,0.001,-218.86333974202475,1823772,,
,1824772,,,152.30920435905458,,,0.001,-222.9888871459961,1825000,-932.0011658146104,904.6
1924,1826772,925.98,2999.4005545299988,246.00509256362915,117,15593,0.001,-236.42142782592774,1827772,,
,1829772,,,535.8109109344482,,,0.001,-273.4116802368164,1830000,-1632.125229193014,711.1
1928,1830772,925.98,2773.876421899999,596.31220803833,117,15623,0.001,-294.4814378356934,1831772,,
1932,1833824,916.5,2560.7212143899997,1008.6387074279785,117,15640,0.001,-427.9553428344727,1834824,,
,1834954,,,1199.182566011869,,,0.001,-529.8725909893329,1835000,-1031.073499037698,418.2
1936,1836008,889.0,2386.15760017,1181.876869140625,117,15655,0.001,-554.7902892456054,1836074,,
1940,1838105,879.31,2159.8180458300003,1252.656412841797,117,15669,0.001,-646.6703098144532,1839105,,
,1839105,,,1153.0156029663085,,,0.001,-679.4840672607422,1840000,-2224.603497214802,806.1
1944,1841191,877.32,1961.3567486900004,949.5560883789062,117,15695,0.001,-725.5461284179687,1842191,,
,1844191,,,679.027891921997,,,0.001,-759.24173828125,1845000,-2121.9020915953442,811.9
1948,1845191,877.32,1721.11047427,607.7098419952392,117,15727,0.001,-762.6138649902343,1846191,,
1952,1847878,864.19,1525.83950037,497.46802908325196,117,15744,0.001,-751.6128100585937,1848878,,
,1849878,,,392.3594130859375,,,0.001,-736.2992885742187,1850000,-1683.1295077919028,1000.0
1956,1851878,864.19,1304.3645287,370.80428458404543,117,15777,0.001,-716.5804285888672,1852878,,
,1854878,,,252.99297360992432,,,0.001,-679.7450812988282,1855000,-1899.660112277133,907.4
1960,1855878,864.19,1139.69388501,235.94915505218506,117,15809,0.001,-665.5070516357422,1856878,,
,1859083,,,210.46146809768678,,,0.001,-632.3856495361329,1860000,-481.38654029586104,1000.0
1964,,856.24,1003.01719213,,117,15838,,,1860083,,
1968,1863083,856.24,837.0017248800001,170.7839048652649,117,15861,0.001,-593.9531419677735,1864083,,
,1864083,,,170.8308459815979,,,0.001,-584.3951571044922,1865000,-1115.4199259775182,1000.0
1972,1867083,862.3,736.5650164499999,150.10278580093384,117,15893,0.001,-555.09945703125,1868083,,
,1869083,,,141.5775259552002,,,0.001,-533.9891727905274,1870000,2065.476165683195,1000.0
1976,1871083,864.01,719.6288003800001,140.07189099311827,117,15927,0.001,-514.3709645996094,1871383,,
,1874383,,,127.24532242584229,,,0.001,-492.52992254638673,1875000,2271.9070320196683,1000.0
1980,,864.01,697.90382746,,117,15957,,,1875383,,
1984,1877397,860.96,652.8495396500001,117.8233365688324,117,15974,0.001,-472.66086096191407,1877781,,
,1879781,,,124.33011891174317,,,0.001,-456.5092990722656,1880000,3123.701621914469,990.2
1988,1880781,885.11,695.8999557500001,121.40302236747742,117,16004,0.001,-450.74189123535155,1881781,,
1992,1883910,876.4,637.4813808499999,97.86553341293335,117,16023,0.001,-430.6489702758789,1884910,,
,1884910,,,97.2394701385498,,,0.001,-427.14146862792967,1885000,2837.3394362076187,979.4
1996,1887910,876.4,600.16346496,91.84534045124055,117,16056,0.001,-412.55150115966796,1888910,,
,1889910,,,86.59741407966614,,,0.001,-403.5527239379883,1890000,3194.2649190580473,1000.0
2000,1891910,876.4,585.3148867099999,79.46284009742737,117,16089,0.001,-392.35707708740233,1892910,,
,1894910,,,80.56453340339661,,,0.001,-376.68602801513674,1895000,-1261.068512481678,851.5
2004,1895910,871.86,467.32336731,81.75028049659728,117,16120,0.001,-372.5099067993164,1895946,,
2008,1898946,871.86,398.54992751000003,79.44170673561096,117,16138,0.001,-360.54764086914065,1899946,,
,1899946,,,76.75063644218444,,,0.001,-356.8305348510742,1900000,2308.9123445371865,747.0
2012,1902946,871.86,365.09881394,70.72085897827148,117,16168,0.001,-347.22572589111326,1903946,,
,1904946,,,66.70098384666443,,,0.001,-341.33567944335937,1905000,2607.6412394731365,952.3
2016,1906539,867.79,329.34807220000005,75.04141583251953,117,16198,0.001,-335.4329091796875,1907539,,
,1909539,,,66.85977794456483,,,0.001,-327.0192583618164,1910000,3634.4246747549623,1000.0
2020,1910539,877.67,349.34773938,64.68276856422425,117,16229,0.001,-324.0255231933594,1911539,,
,1914539,,,64.43762510681152,,,0.001,-314.14900616455077,1915000,3391.6052812046837,969.6
2024,,877.67,526.7758638600001,,117,16262,,,1915539,,
2028,1918097,873.25,740.89079717,55.03813575839996,117,16282,0.001,-306.4968892211914,1919097,,
,1919097,,,57.333637620925906,,,0.001,-303.77764215087893,1920000,3015.6185344028368,919.9
2032,1921640,873.42,920.1489589000001,58.50130328113423,117,16311,0.001,-298.0985971338609,1922166,,
,1924166,,,58.544470287323,,,0.001,-294.06442459106444,1925000,3403.2903055825273,961.5
2036,1925166,900.92,1088.7809998400003,61.44311198043823,117,16341,0.001,-292.9834465026855,1926166,,
2040,1928628,905.23,1195.9345217200002,74.69940712547302,117,16362,0.001,-290.05506811523435,1929628,,
,1929628,,,77.31527314567566,,,0.001,-289.5532712402344,1930000,-546.707270048419,967.5
2044,1932628,914.37,1310.95767124,88.14539252471924,117,16394,0.001,-280.9212385864258,1933628,,
2048,1934934,887.86,1410.85493509,116.16105488368443,117,16406,0.001,-274.7545878092448,1934977,,
,1934977,,,138.6313336394554,,,0.001,-272.73797389439176,1935000,-271.28451061568046,711.4
2052,1937977,900.99,1422.58507213,148.07326118850708,117,16432,0.001,-279.6346165161133,1938977,,
,1939977,,,239.16374172210692,,,0.001,-310.85676306152345,1940000,-533.9420403838346,1000.0
