train/n_updates,train/actor_loss,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,train/learning_rate,train/critic_loss,time/total_timesteps,eval/mean_reward,eval/mean_ep_length
50050,18.632510147094727,266,50.0,-6.57357016,188,1004,0.001,0.04904916744679213,50200,,
50250,18.66236267089844,267,50.0,-6.4780039799999996,188,1008,0.001,0.05258976608514786,50400,,
50450,18.695176239013673,268,50.0,-6.44054599,188,1012,0.001,0.05622773837298155,50600,,
50650,18.636577377319338,269,50.0,-6.297667130000001,188,1016,0.001,0.0582809167355299,50800,,
50850,18.726826934814454,,,,,,0.001,0.05815214216709137,51000,-6.703270862111822,50.0
,,270,50.0,-6.3325068,188,1020,,,51000,,
51050,18.691741943359375,271,50.0,-6.330138590000001,188,1024,0.001,0.055564603880047796,51200,,
51250,18.746114807128905,272,50.0,-6.34611004,188,1028,0.001,0.1459961414337158,51400,,
51450,18.763466796875,273,50.0,-6.183865149999999,188,1032,0.001,0.0674328464269638,51600,,
51650,18.79566177368164,273,50.0,-6.247510379999999,189,1036,0.001,0.06056676432490349,51800,,
51850,18.80456703186035,,,,,,0.001,0.06189197570085526,52000,-7.189529585279525,50.0
,,275,50.0,-6.250092939999999,188,1040,,,52000,,
52050,18.874045028686524,276,50.0,-6.32397704,188,1044,0.001,0.0663304628431797,52200,,
52250,18.9062744140625,277,50.0,-6.31284339,188,1048,0.001,0.06759048156440257,52400,,
52450,18.907074584960938,278,50.0,-6.245281569999999,188,1052,0.001,0.057913105823099616,52600,,
52650,18.898850402832032,279,50.0,-6.226459149999998,188,1056,0.001,0.06139376431703567,52800,,
52850,18.98504898071289,,,,,,0.001,0.0626443237811327,53000,-6.7458832614822315,50.0
,,280,50.0,-6.319152979999999,188,1060,,,53000,,
53050,18.96250213623047,281,50.0,-6.24489112,188,1064,0.001,0.06747540138661862,53200,,
53250,19.032751846313477,282,50.0,-6.16299156,188,1068,0.001,0.06980650186538696,53400,,
53450,19.071934661865235,283,50.0,-6.13675435,188,1072,0.001,0.08441019780933857,53600,,
53650,19.045276794433594,284,50.0,-5.99417432,189,1076,0.001,0.06269024431705475,53800,,
53850,19.018699951171875,,,,,,0.001,0.06566263429820537,54000,-6.479325362551026,50.0
,,285,50.0,-6.041925969999999,188,1080,,,54000,,
54050,19.12193946838379,287,50.0,-6.008517539999999,188,1084,0.001,0.10598803028464317,54200,,
54250,19.120915145874022,288,50.0,-5.970614200000001,188,1088,0.001,0.061273052990436554,54400,,
54450,19.164090728759767,288,50.0,-5.992311620000001,188,1092,0.001,0.0725660040974617,54600,,
54650,19.187703018188476,289,50.0,-5.8984397699999995,189,1096,0.001,0.059846166521310806,54800,,
54850,19.167255935668944,,,,,,0.001,0.06367330752313137,55000,-6.510961255431175,50.0
,,291,50.0,-5.944706239999999,188,1100,,,55000,,
55050,19.25351608276367,292,50.0,-5.901537329999999,189,1104,0.001,0.06476132445037365,55200,,
55250,19.223185501098634,293,50.0,-5.87074164,189,1108,0.001,0.0609662614762783,55400,,
55450,19.20277397155762,293,50.0,-5.86666756,189,1112,0.001,0.09283223964273929,55600,,
55650,19.32766471862793,294,50.0,-5.947672219999999,189,1116,0.001,0.06574218258261681,55800,,
55850,19.384534301757814,,,,,,0.001,0.06228494890034199,56000,-6.532346211746335,50.0
,,296,50.0,-5.850319240000001,189,1120,,,56000,,
56050,19.34869514465332,297,50.0,-5.78361508,189,1124,0.001,0.06800399586558342,56200,,
56250,19.31773422241211,298,50.0,-5.768226340000001,189,1128,0.001,0.062194262593984605,56400,,
56450,19.483289108276367,299,50.0,-5.80567895,189,1132,0.001,0.05993080995976925,56600,,
56650,19.39333381652832,300,50.0,-5.871140389999998,189,1136,0.001,0.08108202680945396,56800,,
56850,19.440953521728517,,,,,,0.001,0.07124420106410981,57000,-6.74690981823951,50.0
,,301,50.0,-5.85921101,188,1140,,,57000,,
57050,19.506126251220703,302,50.0,-5.824320920000002,188,1144,0.001,0.06260937839746475,57200,,
57250,19.50072364807129,303,50.0,-5.816614030000002,188,1148,0.001,0.06259481072425842,57400,,
57450,19.52650421142578,304,50.0,-5.741522939999999,189,1152,0.001,0.054642188847064975,57600,,
57650,19.581567611694336,305,50.0,-5.765869500000001,189,1156,0.001,0.05741530306637287,57800,,
57850,19.51106803894043,,,,,,0.001,0.1143477787077427,58000,-6.540970315784216,50.0
,,307,50.0,-5.68335352,188,1160,,,58000,,
58050,19.559285354614257,307,50.0,-5.65468829,188,1164,0.001,0.08851121112704277,58200,,
58250,19.699759826660156,309,50.0,-5.6430163,188,1168,0.001,0.06928652733564376,58400,,
58450,19.65453063964844,310,50.0,-5.60644351,188,1172,0.001,0.07577018730342389,58600,,
58650,19.631847305297853,311,50.0,-5.77285023,188,1176,0.001,0.05905882075428963,58800,,
58850,19.66185043334961,,,,,,0.001,0.06456631377339363,59000,-7.036965567432344,50.0
,,312,50.0,-5.790163470000001,188,1180,,,59000,,
59050,19.721365661621093,313,50.0,-5.70840296,188,1184,0.001,0.06490414999425412,59200,,
59250,19.731802520751952,314,50.0,-5.66253321,188,1188,0.001,0.07946169197559357,59400,,
59450,19.730176849365236,315,50.0,-5.63629815,188,1192,0.001,0.06382442250847817,59600,,
59650,19.721712493896483,316,50.0,-5.70527371,188,1196,0.001,0.06234512232244015,59800,,
59850,19.735413818359376,,,,,,0.001,0.07602377831935883,60000,-6.8906058050692085,50.0
,,317,50.0,-5.7311607,188,1200,,,60000,,
60050,19.77455680847168,318,50.0,-5.63498215,188,1204,0.001,0.06683722212910652,60200,,
60250,19.778607025146485,319,50.0,-5.59142446,188,1208,0.001,0.06620626360177993,60400,,
60450,19.849175643920898,320,50.0,-5.586460119999999,188,1212,0.001,0.05712836012244225,60600,,
60650,19.838618392944337,321,50.0,-5.61348593,188,1216,0.001,0.06711227484047413,60800,,
60850,19.866767654418947,,,,,,0.001,0.06631075620651244,61000,-6.972484728693962,50.0
,,323,50.0,-5.569515000000001,188,1220,,,61000,,
61050,19.83564292907715,324,50.0,-5.5081612,188,1224,0.001,0.06013120695948601,61200,,
61250,19.923964157104493,325,50.0,-5.413524309999999,188,1228,0.001,0.056967409253120424,61400,,
61450,19.95164970397949,326,50.0,-5.47357579,188,1232,0.001,0.07384684652090073,61600,,
61650,19.933005065917968,327,50.0,-5.43245736,188,1236,0.001,0.08605474308133125,61800,,
61850,19.902657089233397,,,,,,0.001,0.054599746316671374,62000,-6.781645841896534,50.0
,,328,50.0,-5.313378480000001,188,1240,,,62000,,
62050,19.9282462310791,329,50.0,-5.29423273,188,1244,0.001,0.05216398574411869,62200,,
62250,19.995233154296876,330,50.0,-5.26179345,188,1248,0.001,0.05706789031624794,62400,,
62450,20.03749198913574,331,50.0,-5.34565054,188,1252,0.001,0.05707877792418003,62600,,
62650,20.055943298339844,332,50.0,-5.32016476,188,1256,0.001,0.05972187399864197,62800,,
62850,20.038153076171874,,,,,,0.001,0.05883319154381752,63000,-6.76898184325546,50.0
,,333,50.0,-5.323439850000001,188,1260,,,63000,,
63050,20.0068953704834,334,50.0,-5.340853109999999,188,1264,0.001,0.07280622318387031,63200,,
63250,20.032367935180662,335,50.0,-5.36544883,188,1268,0.001,0.10714055620133876,63400,,
63450,20.070649871826173,336,50.0,-5.436264120000001,188,1272,0.001,0.05800221189856529,63600,,
63650,20.144982986450195,337,50.0,-5.44800662,188,1276,0.001,0.053648927584290504,63800,,
63850,20.172085800170898,,,,,,0.001,0.05841361977159977,64000,-6.991283587552607,50.0
,,339,50.0,-5.433239439999999,188,1280,,,64000,,
64050,20.154142532348633,340,50.0,-5.5629694700000005,188,1284,0.001,0.0520085858553648,64200,,
64250,20.136955642700194,341,50.0,-5.56722568,188,1288,0.001,0.06072572901844978,64400,,
64450,20.21977249145508,342,50.0,-5.521479410000001,188,1292,0.001,0.06645204856991768,64600,,
64650,20.18313232421875,343,50.0,-5.439635860000001,188,1296,0.001,0.11465297974646091,64800,,
64850,20.194424743652345,,,,,,0.001,0.06749058857560158,65000,-6.43245761138387,50.0
,,344,50.0,-5.470504269999999,188,1300,,,65000,,
65050,20.282076110839842,345,50.0,-5.5123712000000005,188,1304,0.001,0.07377427086234092,65200,,
65250,20.249773864746093,346,50.0,-5.480256859999998,188,1308,0.001,0.06003450512886047,65400,,
65450,20.386437454223632,347,50.0,-5.503874489999999,188,1312,0.001,0.05684711292386055,65600,,
65650,20.331863861083985,348,50.0,-5.51230641,188,1316,0.001,0.054897034093737605,65800,,
65850,20.289900817871093,,,,,,0.001,0.050883144699037076,66000,-7.118561968300492,50.0
,,349,50.0,-5.538989300000001,188,1320,,,66000,,
66050,20.31114402770996,350,50.0,-5.592094729999999,188,1324,0.001,0.06255430839955807,66200,,
66250,20.378323287963866,351,50.0,-5.6492420800000005,188,1328,0.001,0.051544180810451506,66400,,
66450,20.38784591674805,352,50.0,-5.61771246,188,1332,0.001,0.054633432850241664,66600,,
66650,20.339247589111327,353,50.0,-5.607909050000001,188,1336,0.001,0.07233970694243907,66800,,
66850,20.30549774169922,,,,,,0.001,0.07229149125516415,67000,-7.1147372528910635,50.0
,,355,50.0,-5.7068243899999995,188,1340,,,67000,,
67050,20.373826065063476,356,50.0,-5.66574174,188,1344,0.001,0.05620853416621685,67200,,
67250,20.354213104248046,357,50.0,-5.739391110000001,188,1348,0.001,0.06946280591189861,67400,,
67450,20.404171447753907,358,50.0,-5.67914269,188,1352,0.001,0.053314163833856586,67600,,
67650,20.400790939331056,359,50.0,-5.74909191,188,1356,0.001,0.05053193688392639,67800,,
67850,20.374931945800782,,,,,,0.001,0.05342892415821552,68000,-7.062051450833678,50.0
,,360,50.0,-5.74406117,188,1360,,,68000,,
68050,20.45019256591797,361,50.0,-5.746965080000001,188,1364,0.001,0.05622332572937012,68200,,
68250,20.569375534057617,362,50.0,-5.78488734,188,1368,0.001,0.0580618204921484,68400,,
68450,20.495124740600588,363,50.0,-5.791114660000001,188,1372,0.001,0.059411601126194,68600,,
68650,20.48596046447754,364,50.0,-5.770350789999998,188,1376,0.001,0.0566329026222229,68800,,
68850,20.519096145629884,,,,,,0.001,0.05093238964676857,69000,-7.026916976738721,50.0
,,365,50.0,-5.822050059999999,188,1380,,,69000,,
69050,20.528137130737306,366,50.0,-5.7209756700000005,188,1384,0.001,0.059597449526190754,69200,,
69250,20.561913986206054,367,50.0,-5.72623724,188,1388,0.001,0.09523901820182801,69400,,
69450,20.618814849853514,368,50.0,-5.774315959999999,188,1392,0.001,0.056575182750821115,69600,,
69650,20.613180770874024,369,50.0,-5.78280888,188,1396,0.001,0.057858804687857625,69800,,
69850,20.614922637939454,,,,,,0.001,0.06224641092121601,70000,-6.6271369236521425,50.0
,,370,50.0,-5.75882926,188,1400,,,70000,,
70050,20.63658027648926,371,50.0,-5.85800474,188,1404,0.001,0.06037736214697361,70200,,
70250,20.693037490844727,372,50.0,-5.950600680000001,188,1408,0.001,0.06903966657817363,70400,,
70450,20.620463104248046,373,50.0,-5.933127730000001,188,1412,0.001,0.057810261026024816,70600,,
70650,20.719923706054686,374,50.0,-5.9931874,189,1416,0.001,0.052763492688536646,70800,,
70850,20.660113754272462,,,,,,0.001,0.05463644616305828,71000,-7.050914343912154,50.0
,,375,50.0,-6.07029533,188,1420,,,71000,,
71050,20.734038009643555,376,50.0,-6.111052810000001,188,1424,0.001,0.09729283981025219,71200,,
71250,20.756787109375,377,50.0,-6.203771389999999,189,1428,0.001,0.051519949100911615,71400,,
71450,20.80804183959961,378,50.0,-6.251871080000002,189,1432,0.001,0.05256104327738285,71600,,
71650,20.710029983520506,379,50.0,-6.16990869,189,1436,0.001,0.05458195149898529,71800,,
71850,20.746215744018556,,,,,,0.001,0.0884189173579216,72000,-6.558851190283894,50.0
,,381,50.0,-6.144981260000001,188,1440,,,72000,,
72050,20.753493118286134,382,50.0,-6.232298639999999,188,1444,0.001,0.06737316831946373,72200,,
72250,20.835601959228516,383,50.0,-6.197132679999998,188,1448,0.001,0.05225495345890522,72400,,
72450,20.837474822998047,384,50.0,-6.31069148,189,1452,0.001,0.05730759907513857,72600,,
72650,20.787419357299804,385,50.0,-6.28150448,189,1456,0.001,0.048849600479006765,72800,,
72850,20.885609817504882,,,,,,0.001,0.0739667209237814,73000,-6.206309712259099,50.0
,,386,50.0,-6.28375918,188,1460,,,73000,,
73050,20.812616577148436,387,50.0,-6.31948015,189,1464,0.001,0.05293046869337559,73200,,
73250,20.864167404174804,388,50.0,-6.24253755,189,1468,0.001,0.06442207857966423,73400,,
73450,20.85696517944336,389,50.0,-6.192717599999998,189,1472,0.001,0.05736544206738472,73600,,
73650,20.865956268310548,390,50.0,-6.16092886,189,1476,0.001,0.06328898221254349,73800,,
73850,20.894809951782225,,,,,,0.001,0.059511471353471276,74000,-6.705452297534793,50.0
,,391,50.0,-6.155852249999999,188,1480,,,74000,,
74050,20.99542739868164,392,50.0,-6.223896099999999,188,1484,0.001,0.0666332359611988,74200,,
74250,20.931764678955076,393,50.0,-6.304847090000001,189,1488,0.001,0.059672219902276995,74400,,
74450,20.939691009521486,394,50.0,-6.3503646400000004,189,1492,0.001,0.05320426397025585,74600,,
74650,20.91291191101074,395,50.0,-6.4642232700000015,189,1496,0.001,0.05202317073941231,74800,,
74850,21.018350830078123,,,,,,0.001,0.06990485772490501,75000,-6.328780509065837,50.0
,,396,50.0,-6.44370255,188,1500,,,75000,,
75050,21.017564544677736,397,50.0,-6.33745464,188,1504,0.001,0.06015015415847302,75200,,
75250,20.982772598266603,398,50.0,-6.302227820000001,188,1508,0.001,0.05510574877262116,75400,,
75450,20.953731231689453,400,50.0,-6.2404144,188,1512,0.001,0.05532631948590279,75600,,
75650,21.058975219726562,401,50.0,-6.15780973,188,1516,0.001,0.0548219333589077,75800,,
75850,20.99093605041504,,,,,,0.001,0.0521460073441267,76000,-6.638607357256115,50.0
,,402,50.0,-6.168027840000001,188,1520,,,76000,,
76050,21.00921447753906,403,50.0,-6.126172379999999,188,1524,0.001,0.04820360526442528,76200,,
76250,21.069233627319335,404,50.0,-6.06952144,188,1528,0.001,0.05912217386066913,76400,,
76450,21.101934509277342,405,50.0,-6.006109139999999,188,1532,0.001,0.05842810913920402,76600,,
76650,21.126643142700196,406,50.0,-6.021829820000001,188,1536,0.001,0.05266892693936825,76800,,
76850,21.115952529907226,,,,,,0.001,0.06305928468704224,77000,-6.566046487446874,50.0
,,407,50.0,-6.00644051,188,1540,,,77000,,
77050,21.14790916442871,408,50.0,-5.958583990000001,188,1544,0.001,0.06928739368915558,77200,,
77250,21.13389503479004,409,50.0,-5.920492160000001,188,1548,0.001,0.06295681938529014,77400,,
77450,21.179576721191406,410,50.0,-5.91695655,188,1552,0.001,0.06141061618924141,77600,,
77650,21.178659744262696,411,50.0,-5.895167290000001,188,1556,0.001,0.05662878215312958,77800,,
77850,21.133337020874023,,,,,,0.001,0.05234486944973469,78000,-6.7221075593493875,50.0
,,413,50.0,-5.935610410000001,188,1560,,,78000,,
78050,21.22238868713379,413,50.0,-5.92893955,188,1564,0.001,0.058338584676384926,78200,,
78250,21.183943939208984,414,50.0,-5.951814180000001,188,1568,0.001,0.05349403403699398,78400,,
78450,21.190473709106445,415,50.0,-6.046395900000001,189,1572,0.001,0.06823604479432106,78600,,
78650,21.217047729492187,416,50.0,-5.96945059,189,1576,0.001,0.09912074077874422,78800,,
78850,21.217342453002928,,,,,,0.001,0.05469125494360924,79000,-6.901769417338073,50.0
,,417,50.0,-5.8618743900000005,189,1580,,,79000,,
79050,21.295878067016602,418,50.0,-5.83023724,189,1584,0.001,0.06307238616049289,79200,,
79250,21.23898109436035,419,50.0,-5.729564589999999,189,1588,0.001,0.05602465860545635,79400,,
79450,21.258975830078125,420,50.0,-5.685173659999999,189,1592,0.001,0.06295057162642478,79600,,
79650,21.272592697143555,421,50.0,-5.68697625,189,1596,0.001,0.06452768944203853,79800,,
79850,21.330050354003905,,,,,,0.001,0.05697491779923439,80000,-6.809355628769845,50.0
,,422,50.0,-5.66675193,189,1600,,,80000,,
80050,21.29035903930664,423,50.0,-5.691058619999999,189,1604,0.001,0.056711470708251,80200,,
80250,21.262008590698244,424,50.0,-5.68212797,189,1608,0.001,0.051905963644385336,80400,,
80450,21.311766891479493,425,50.0,-5.67019538,189,1612,0.001,0.0572412296384573,80600,,
80650,21.337685928344726,426,50.0,-5.65091379,189,1616,0.001,0.05709143619984389,80800,,
80850,21.360810928344726,,,,,,0.001,0.06304450988769532,81000,-6.838117986824363,50.0
,,427,50.0,-5.570133030000001,189,1620,,,81000,,
81050,21.352000045776368,428,50.0,-5.622803820000001,189,1624,0.001,0.06413741372525691,81200,,
81250,21.36608451843262,429,50.0,-5.655358719999999,189,1628,0.001,0.055409040376544,81400,,
81450,21.413140029907225,430,50.0,-5.657731350000001,189,1632,0.001,0.07288276985287666,81600,,
81650,21.429164962768553,431,50.0,-5.7482402200000005,189,1636,0.001,0.05630050793290138,81800,,
81850,21.376007080078125,,,,,,0.001,0.05882459297776222,82000,-6.421004161424935,50.0
,,432,50.0,-5.832065560000002,189,1640,,,82000,,
82050,21.40175521850586,433,50.0,-5.83619088,189,1644,0.001,0.05863652490079403,82200,,
82250,21.392488098144533,434,50.0,-5.7515918,189,1648,0.001,0.05050775118172169,82400,,
82450,21.456732711791993,436,50.0,-5.75641655,189,1652,0.001,0.04989010296761989,82600,,
82650,21.42225456237793,437,50.0,-5.76744247,189,1656,0.001,0.046703640036284924,82800,,
82850,21.444209747314453,,,,,,0.001,0.05094184923917055,83000,-6.89728092267178,50.0
,,438,50.0,-5.72379243,189,1660,,,83000,,
83050,21.469235305786132,439,50.0,-5.687203150000001,189,1664,0.001,0.060406204238533975,83200,,
83250,21.44345932006836,440,50.0,-5.6530553,189,1668,0.001,0.1872938560694456,83400,,
83450,21.434475708007813,441,50.0,-5.58386169,189,1672,0.001,0.057415781915187834,83600,,
83650,21.395705032348634,442,50.0,-5.53235309,189,1676,0.001,0.061468700543046,83800,,
83850,21.432944946289062,,,,,,0.001,0.07086077347397804,84000,-7.314787051826715,50.0
,,443,50.0,-5.64479092,189,1680,,,84000,,
84050,21.476571197509767,444,50.0,-5.57867628,189,1684,0.001,0.0518841927498579,84200,,
84250,21.44193328857422,445,50.0,-5.65647566,189,1688,0.001,0.05368427254259586,84400,,
84450,21.452154388427733,446,50.0,-5.70454793,189,1692,0.001,0.05454938344657421,84600,,
84650,21.44205322265625,447,50.0,-5.552279159999999,189,1696,0.001,0.0504037668555975,84800,,
84850,21.499899139404295,,,,,,0.001,0.06584444157779216,85000,-7.496257936023175,50.0
,,449,50.0,-5.4756587,189,1700,,,85000,,
85050,21.452049484252928,450,50.0,-5.62516485,189,1704,0.001,0.05541974864900112,85200,,
85250,21.481615829467774,450,50.0,-5.68613692,189,1708,0.001,0.05590265303850174,85400,,
85450,21.501248245239257,451,50.0,-5.772429830000001,189,1712,0.001,0.051507054790854455,85600,,
85650,21.46990020751953,452,50.0,-5.815209100000001,189,1716,0.001,0.07069635324180126,85800,,
85850,21.506857681274415,,,,,,0.001,0.051005834527313706,86000,-6.7611184358596805,50.0
,,453,50.0,-5.9049480899999995,189,1720,,,86000,,
86050,21.568023681640625,454,50.0,-5.885872019999998,189,1724,0.001,0.06600145310163498,86200,,
86250,21.601979217529298,455,50.0,-5.845875709999999,189,1728,0.001,0.05422255612909794,86400,,
86450,21.530788497924803,456,50.0,-5.83851762,189,1732,0.001,0.06346764199435712,86600,,
86650,21.64292655944824,457,50.0,-5.77617219,189,1736,0.001,0.05485274322330952,86800,,
86850,21.517746963500976,,,,,,0.001,0.05773334786295891,87000,-6.911815073853359,50.0
,,458,50.0,-5.794489629999999,189,1740,,,87000,,
87050,21.61998336791992,459,50.0,-5.72529131,189,1744,0.001,0.0533865986764431,87200,,
87250,21.533347549438478,460,50.0,-5.730511719999999,189,1748,0.001,0.053696424290537836,87400,,
87450,21.57616714477539,461,50.0,-5.680589149999999,189,1752,0.001,0.06077766142785549,87600,,
87650,21.573519973754884,462,50.0,-5.663159910000001,189,1756,0.001,0.05714624434709549,87800,,
87850,21.566941833496095,,,,,,0.001,0.05517324715852737,88000,-6.8062941202428195,50.0
,,463,50.0,-5.715598510000001,189,1760,,,88000,,
88050,21.60177047729492,464,50.0,-5.77715514,189,1764,0.001,0.05421381816267967,88200,,
88250,21.651588973999022,465,50.0,-5.797319269999998,189,1768,0.001,0.04828441262245178,88400,,
88450,21.551635971069334,466,50.0,-5.85080609,189,1772,0.001,0.09873272202908993,88600,,
88650,21.643296203613282,467,50.0,-5.96824196,189,1776,0.001,0.052849390059709546,88800,,
88850,21.60066947937012,,,,,,0.001,0.06270587883889675,89000,-6.552426087949425,50.0
,,468,50.0,-5.95882731,189,1780,,,89000,,
89050,21.642492599487305,469,50.0,-6.007153679999999,189,1784,0.001,0.07298234440386295,89200,,
89250,21.563460922241212,470,50.0,-6.031757439999999,189,1788,0.001,0.05332728534936905,89400,,
89450,21.637472763061524,471,50.0,-5.947956400000001,189,1792,0.001,0.051561601981520655,89600,,
89650,21.67455192565918,472,50.0,-6.018162349999999,189,1796,0.001,0.05976089250296354,89800,,
89850,21.615725326538087,,,,,,0.001,0.05509654708206654,90000,-6.326282306294888,50.0
,,473,50.0,-6.12483301,189,1800,,,90000,,
90050,21.65538948059082,474,50.0,-5.9324466,189,1804,0.001,0.05558394394814968,90200,,
90250,21.641077575683592,475,50.0,-5.8449582,189,1808,0.001,0.05871314108371735,90400,,
90450,21.636981048583984,476,50.0,-5.90173254,189,1812,0.001,0.05528420180082321,90600,,
