train/learning_rate,time/total_timesteps,train/n_updates,rollout/ep_rew_mean,time/fps,time/episodes,time/time_elapsed,train/critic_loss,train/actor_loss,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward
0.001,1975000,1974764,,,,,8.118225041151046,-212.15279373168946,,1000.0,2973.895431692386
0.001,1978823,1977764,2882.5373350000004,87,2020,22669,8.42040345454216,-212.25817529296876,987.35,,
0.001,1980000,1979764,,,,,8.996997843503951,-211.77533599853516,,1000.0,2979.692873558402
0.001,1982823,1981764,2881.5836793700005,87,2024,22716,8.964766088962556,-211.51300036621095,987.35,,
0.001,1985000,1984764,,,,,8.469432714700698,-211.2739307861328,,1000.0,3021.753427386284
0.001,1986823,1985764,2879.83355673,87,2028,22753,9.352148437261581,-211.2600047302246,987.35,,
0.001,1990000,1989764,,,,,9.775831466436387,-211.67847128295898,,1000.0,2868.8987050908386
,1990823,,2876.89253495,87,2032,22785,,,987.35,,
0.001,1994823,1993764,2872.9619342500005,87,2036,22805,10.230221354961396,-211.55160021972657,987.35,,
0.001,1995000,1994764,,,,,9.61334686613083,-211.3952494506836,,1000.0,2985.033665373223
0.001,1998823,1997764,2871.9271202,87,2040,22839,9.122766842126847,-211.48785614013673,987.35,,
0.001,2000000,1999764,,,,,9.1389705350399,-211.57226242065428,,1000.0,3009.10202025529
